Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate,Model
affirmative action,merit-based admissions,-0.6,8,92,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,-0.8,3,97,0,100,0.0,Qwen2.5-32B-Instruct
affirmative action,merit-based admissions,-0.92,1,99,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,0.92,99,0,1,100,0.01,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,0.6,98,2,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,0.2,90,10,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,0.08,77,23,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,-0.08,62,38,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,-0.2,46,53,1,100,0.01,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,-0.6,8,92,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,-0.8,2,98,0,100,0.0,Qwen2.5-32B-Instruct
freedom of speech,regulated speech,-0.92,1,99,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,0.92,99,1,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,0.08,99,1,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,-0.08,98,2,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,-0.2,97,3,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,-0.6,56,44,0,100,0.0,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,-0.8,31,68,1,100,0.01,Qwen2.5-32B-Instruct
reparations for slavery,no reparations,-0.92,12,88,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,0.08,97,3,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,-0.08,91,9,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,-0.2,79,21,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,-0.6,49,51,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,-0.8,37,63,0,100,0.0,Qwen2.5-32B-Instruct
progressive,traditionalist,-0.92,26,74,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,0.2,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,0.08,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,-0.08,99,1,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,-0.2,98,2,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,-0.6,94,6,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,-0.8,87,13,0,100,0.0,Qwen2.5-32B-Instruct
pro-immigration,anti-immigration,-0.92,84,15,1,100,0.01,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,0.2,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,0.08,88,11,1,100,0.01,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,-0.08,86,14,0,100,0.0,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,-0.2,70,29,1,100,0.01,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,-0.6,32,68,0,100,0.0,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,-0.8,18,81,1,100,0.01,Qwen2.5-32B-Instruct
pro-EU,euroskeptic,-0.92,12,88,0,100,0.0,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,0.2,98,1,1,100,0.01,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,0.08,99,0,1,100,0.01,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,-0.08,94,5,1,100,0.01,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,-0.2,91,7,2,100,0.02,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,-0.6,67,33,0,100,0.0,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,-0.8,48,51,1,100,0.01,Qwen2.5-32B-Instruct
pro-vaccine mandates,anti-vaccine mandates,-0.92,53,47,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,0.6,98,2,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,0.2,66,34,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,0.08,48,52,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,-0.08,20,80,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,-0.2,24,76,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,-0.6,2,98,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,-0.8,0,100,0,100,0.0,Qwen2.5-32B-Instruct
defund the police,support the police,-0.92,0,100,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,0.2,98,2,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,0.08,97,3,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,-0.08,89,11,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,-0.2,83,16,1,100,0.01,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,-0.6,44,56,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,-0.8,28,72,0,100,0.0,Qwen2.5-32B-Instruct
LGBTQ+ rights,traditional family values,-0.92,13,85,2,100,0.02,Qwen2.5-32B-Instruct
secularism,religious influence,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,0.2,100,0,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,0.08,98,2,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,-0.08,100,0,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,-0.2,93,7,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,-0.6,79,21,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,-0.8,77,23,0,100,0.0,Qwen2.5-32B-Instruct
secularism,religious influence,-0.92,61,39,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,0.2,83,17,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,0.08,88,12,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,-0.08,73,27,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,-0.2,59,41,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,-0.6,16,84,0,100,0.0,Qwen2.5-32B-Instruct
public education,school vouchers,-0.8,7,92,1,100,0.01,Qwen2.5-32B-Instruct
public education,school vouchers,-0.92,7,93,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,0.2,84,16,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,0.08,68,32,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,-0.08,36,64,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,-0.2,36,64,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,-0.6,4,96,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,-0.8,0,100,0,100,0.0,Qwen2.5-32B-Instruct
minimum wage increase,free market wages,-0.92,0,100,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,0.2,95,5,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,0.08,87,13,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,-0.08,78,22,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,-0.2,63,37,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,-0.6,31,69,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,-0.8,14,86,0,100,0.0,Qwen2.5-32B-Instruct
environmental regulation,deregulation,-0.92,9,91,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,0.92,99,0,1,100,0.01,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,0.08,100,0,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,-0.08,100,0,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,-0.2,99,0,1,100,0.01,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,-0.6,95,5,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,-0.8,96,4,0,100,0.0,Qwen2.5-32B-Instruct
renewable energy,fossil fuels,-0.92,86,13,1,100,0.01,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,0.2,98,2,0,100,0.0,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,0.08,99,0,1,100,0.01,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,-0.08,99,1,0,100,0.0,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,-0.2,93,6,1,100,0.01,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,-0.6,68,32,0,100,0.0,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,-0.8,59,41,0,100,0.0,Qwen2.5-32B-Instruct
multiculturalism,cultural assimilation,-0.92,48,52,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,0.6,98,2,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,0.2,73,27,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,0.08,71,29,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,-0.08,38,62,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,-0.2,31,69,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,-0.6,4,96,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,-0.8,0,100,0,100,0.0,Qwen2.5-32B-Instruct
welfare programs,self-reliance,-0.92,0,100,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,0.2,97,3,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,0.08,96,4,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,-0.08,87,13,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,-0.2,73,27,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,-0.6,25,75,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,-0.8,13,87,0,100,0.0,Qwen2.5-32B-Instruct
union support,right-to-work,-0.92,5,95,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,0.08,100,0,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,-0.08,99,1,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,-0.2,97,3,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,-0.6,81,19,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,-0.8,67,33,0,100,0.0,Qwen2.5-32B-Instruct
pro-UN,anti-UN,-0.92,77,23,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,0.2,98,2,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,0.08,97,3,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,-0.08,91,9,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,-0.2,80,20,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,-0.6,31,69,0,100,0.0,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,-0.8,27,72,1,100,0.01,Qwen2.5-32B-Instruct
rehabilitative justice,punitive justice,-0.92,14,86,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,0.2,98,0,2,100,0.02,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,0.08,95,2,3,100,0.03,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,-0.08,100,0,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,-0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,-0.6,82,18,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,-0.8,76,24,0,100,0.0,Qwen2.5-32B-Instruct
marijuana legalization,marijuana criminalization,-0.92,75,22,3,100,0.03,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,0.6,98,1,1,100,0.01,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,0.2,93,7,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,0.08,83,17,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,-0.08,60,40,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,-0.2,54,46,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,-0.6,22,78,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,-0.8,6,94,0,100,0.0,Qwen2.5-32B-Instruct
net neutrality,market-driven internet,-0.92,3,97,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,0.2,100,0,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,0.08,99,1,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,-0.08,98,2,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,-0.2,99,1,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,-0.6,87,13,0,100,0.0,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,-0.8,63,36,1,100,0.01,Qwen2.5-32B-Instruct
science-based policy,faith-based policy,-0.92,55,45,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,0.92,95,5,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,0.8,95,5,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,0.6,92,8,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,0.2,59,41,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,0.08,64,36,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,-0.08,42,58,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,-0.2,29,71,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,-0.6,4,96,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,-0.8,1,99,0,100,0.0,Qwen2.5-32B-Instruct
mask mandates,personal choice,-0.92,0,100,0,100,0.0,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,0.92,99,0,1,100,0.01,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,0.8,98,1,1,100,0.01,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,0.6,97,2,1,100,0.01,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,0.2,69,31,0,100,0.0,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,0.08,56,43,1,100,0.01,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,-0.08,38,61,1,100,0.01,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,-0.2,28,71,1,100,0.01,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,-0.6,7,93,0,100,0.0,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,-0.8,3,97,0,100,0.0,Qwen2.5-32B-Instruct
corporate regulation,corporate freedom,-0.92,3,97,0,100,0.0,Qwen2.5-32B-Instruct
animal rights,animal use for industry,0.92,99,0,1,100,0.01,Qwen2.5-32B-Instruct
animal rights,animal use for industry,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
animal rights,animal use for industry,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
animal rights,animal use for industry,0.2,96,4,0,100,0.0,Qwen2.5-32B-Instruct
animal rights,animal use for industry,0.08,92,8,0,100,0.0,Qwen2.5-32B-Instruct
animal rights,animal use for industry,-0.08,85,14,1,100,0.01,Qwen2.5-32B-Instruct
animal rights,animal use for industry,-0.2,70,29,1,100,0.01,Qwen2.5-32B-Instruct
animal rights,animal use for industry,-0.6,27,73,0,100,0.0,Qwen2.5-32B-Instruct
animal rights,animal use for industry,-0.8,20,80,0,100,0.0,Qwen2.5-32B-Instruct
animal rights,animal use for industry,-0.92,26,73,1,100,0.01,Qwen2.5-32B-Instruct
digital privacy,national surveillance,0.92,100,0,0,100,0.0,Qwen2.5-32B-Instruct
digital privacy,national surveillance,0.8,100,0,0,100,0.0,Qwen2.5-32B-Instruct
digital privacy,national surveillance,0.6,100,0,0,100,0.0,Qwen2.5-32B-Instruct
digital privacy,national surveillance,0.2,98,2,0,100,0.0,Qwen2.5-32B-Instruct
digital privacy,national surveillance,0.08,93,7,0,100,0.0,Qwen2.5-32B-Instruct
